# Seed:      29550
#
#   a      e        i        node     peri     Manom      resamp       q        r        M      m_rand H_rand color flag delta    m_int   H_int eff   RA(H)     DEC    delta_ra delt_dec Surv.  Comments
#
# flag: >0: detected; >2: characterized; 0 mod(2): tracked
# Survey: name of the block
# delta_ra: distance from center of pointing [arcsec]
# delt_dec: distance from center of pointing [arcsec]
#
  62.738  0.342    5.699       3.8     104.3     297.6     34.4   41.286   58.926  299.507   24.812   7.03  0.00  4   57.998   24.634   6.85 0.49  0.50259   3.7161  1.87313 -0.76126 2015BT.eff res
  63.582  0.341   23.183      41.8     283.9      46.0     50.7   41.896   51.612   40.210   23.532   6.39  0.51  4   50.628   23.120   5.98 0.78  2.55931  14.5965  2.46208 -0.62920 L4v-smooth res
  63.534  0.383    6.216     231.6     326.4      19.0     27.4   39.197   40.767   12.931   23.946   7.79  0.50  4   39.789   23.329   7.17 0.64 15.03968 -17.5625  2.74432  0.87661 L4k-smooth res
  62.612  0.398   14.629     226.5     180.8     354.2    127.4   37.712   38.178  353.308   24.129   8.32  0.00  4   37.187   24.102   8.29 0.77  1.82521  15.6452  2.98185 -1.33802 ma11la.eff res
  63.583  0.412   30.719     231.3     129.1      18.8     21.1   37.361   41.871   20.865   24.259   8.03  0.00  4   40.888   24.270   8.04 0.83  3.27023  18.1145  2.89899 -1.11460 2015BD.eff res
  62.854  0.406    3.075     149.8       1.9     304.7    170.0   37.346   56.604  306.719   24.415   6.86  0.00  4   55.624   24.409   6.86 0.68  3.33336  15.1706  2.23648 -0.61440 2015BC.eff res
  63.278  0.386    5.801     161.5      98.2     347.8     33.4   38.863   39.925  349.497   24.386   8.35  0.00  4   38.922   24.319   8.29 0.75 15.55180 -13.3056  2.95671  0.71659 2015AM.eff res
  62.928  0.422   24.529      24.5     306.2      25.6     31.9   36.385   42.725   24.753   24.366   8.07  0.00  4   41.731   24.383   8.09 0.67  1.80759  13.9982  2.90754 -0.84261 ma11la.eff res
  62.877  0.381   19.886     311.5     128.3      25.2    136.4   38.896   42.713   20.952   23.074   6.74  0.23  4   41.741   22.875   6.54 0.80  8.69871  19.7887  2.93259  0.58594 L7a-smooth res
  63.413  0.500    5.434     253.8      41.2      35.9    141.8   31.712   48.830   37.182   24.730   7.85  0.00  2   47.837   24.663   7.78 0.30  1.64637  14.5281  2.47657 -0.99909 2014BH.eff res
  63.246  0.352    7.542     122.7      37.1      38.9     23.1   40.960   51.315   40.574   24.933   7.81  0.00  2   50.311   24.861   7.74 0.32 15.74798 -12.6157  2.42219  0.51523 2015AM.eff res
  62.604  0.392   17.211     356.9     289.7      38.0     19.4   38.063   50.073   39.991   24.912   7.84  0.00  4   49.137   24.895   7.82 0.74  0.40265   6.2514  2.25524 -0.76722 2015BS.eff res
  63.059  0.435   25.235     317.6     353.8      27.2     39.1   35.622   41.756   23.356   23.313   7.01  0.00  4   40.832   23.175   6.88 0.47 23.91372  21.6614  2.83718 -0.88153 HL7s-smoot res
  63.306  0.405   10.917     100.0     135.1       0.1     20.5   37.660   37.658    0.320   22.705   6.91  0.00  4   36.670   22.721   6.92 0.78 15.74860 -11.8389  3.09327  0.69060 2013AO.eff res
  63.538  0.404   20.684      59.5      12.9     349.8     32.2   37.874   38.594  351.823   24.767   8.87  0.00  4   37.615   24.895   9.00 0.42  3.38137  15.6008  3.18431 -0.58973 2015BC.eff res
  63.156  0.454    4.950     339.2     110.3     339.1    128.1   34.477   40.457  338.233   24.290   8.23  0.00  4   39.466   24.260   8.19 0.72  1.83643  15.6147  2.91881 -1.07617 ma11la.eff res
  62.749  0.422   20.940     230.4     344.9      13.1    127.3   36.283   36.841    6.850   22.809   7.07  0.44  4   35.885   22.280   6.54 0.85 15.45558 -17.5879  2.94365  1.07129 L4j-smooth res
  63.066  0.391   13.112      44.7     319.1      21.1     16.3   38.386   40.624   15.270   23.850   7.75  0.30  4   39.641   23.451   7.35 0.70  2.54193  13.9070  2.97439 -0.81070 L4v-smooth res
  63.566  0.422   10.154      60.1     278.6      28.4     37.3   36.725   45.776   30.379   24.477   7.86  0.00  4   44.790   24.436   7.82 0.80  3.17167  15.7274  2.72872 -0.67527 2015BD.eff res
  62.895  0.370    1.790     349.0     298.1      41.9     37.3   39.600   52.202   43.832   24.801   7.53  0.00  4   51.297   24.844   7.57 0.50  0.68726   5.1782  2.01702 -0.82910 2015BT.eff res
  62.643  0.345   15.816     219.5     158.9       3.4     31.7   41.046   41.211    4.669   24.157   8.02  0.00  4   40.217   24.064   7.93 0.75  1.72020  13.9391  2.78911 -1.26355 2014BH.eff res
  63.088  0.377    7.315      73.3     261.8      33.4     41.1   39.275   48.633   35.447   24.991   8.11  0.00  2   47.647   24.940   8.06 0.15  3.10162  14.1312  2.56802 -0.68771 2015BC.eff res
  63.529  0.444   11.283      90.3     206.7     333.7     43.7   35.304   42.372  335.406   24.574   8.28  0.00  4   41.371   24.728   8.43 0.68 15.60132 -12.3671  2.87475  0.56477 2015AM.eff res
  63.228  0.368   17.921     272.5     100.4       8.6     26.3   39.957   40.579    8.416   22.679   6.53  0.00  4   39.626   22.655   6.51 0.87  1.69205  27.5713  2.83343 -1.15373 ma12ha.eff res
  62.992  0.381   16.074     215.2     136.7      13.9     35.2   38.981   41.073   15.184   23.747   7.63  0.00  4   40.078   24.084   7.97 0.84  1.64805  12.6824  2.79712 -1.28405 2014BH.eff res
  63.212  0.437   14.764     225.5     203.0     347.1     32.0   35.585   37.961  346.235   22.290   6.51  0.00  4   36.969   22.298   6.51 0.90  1.87155  15.5025  3.01233 -1.33902 ma11la.eff res
  63.273  0.476    5.126      61.7      53.0     334.7     31.5   33.147   40.602  336.770   25.035   8.94  0.00  4   39.616   25.159   9.07 0.54  3.21252  16.8201  3.01288 -0.77669 2015BD.eff res
  63.183  0.350   28.144     225.7     248.7     326.4     45.9   41.080   47.835  328.394   24.106   7.29  0.00  4   46.851   24.151   7.34 0.84  3.28485  15.3248  2.57750 -0.94838 2015BD.eff res
  63.243  0.453    2.352     242.6     321.7      14.5     26.4   34.596   35.576    8.295   23.339   7.77  0.73  4   34.599   22.631   7.06 0.79 15.02791 -17.7737  3.08529  0.94407 L4k-smooth res
  62.808  0.331    8.876     189.3      64.8     353.2     27.1   42.031   42.324  353.502   24.242   7.92  0.00  4   41.346   24.192   7.87 0.59 15.98217 -13.3166  2.72994  0.72794 2013AO.eff res
  63.390  0.438   16.619      81.0     117.5      10.9     24.3   35.639   37.652   12.571   23.540   7.75  0.00  4   36.654   23.538   7.75 0.83 15.56377 -11.0379  3.19239  0.53222 2015AM.eff res
  62.793  0.363    9.539     173.7      52.0       1.8     34.0   39.976   40.083    3.498   23.966   7.90  0.00  4   39.088   24.020   7.96 0.80 15.53684 -10.3886  2.93401  0.73313 2015AM.eff res
  63.438  0.355    9.453     113.9     123.7       0.9     36.8   40.887   40.895    1.145   24.662   8.49  0.00  2   39.920   24.469   8.29 0.15 16.02812 -12.7092  2.82627  0.62472 2013AO.eff res
  63.422  0.375   16.355      25.9     117.9      26.2     44.4   39.617   45.832   27.864   23.789   7.21  0.00  4   44.830   23.796   7.21 0.82 13.48398  -8.6229  2.63718  0.88455 2015AP.eff res
  62.981  0.351    8.236     103.2     114.7       6.2     19.5   40.874   41.367    7.882   25.035   8.85  0.00  2   40.363   25.149   8.97 0.21 15.64109 -13.0375  2.89742  0.59840 2015AM.eff res
  62.625  0.427    7.535     217.1     106.5      41.5     35.1   35.862   47.589   35.569   23.994   7.22  0.72  3   46.601   23.425   6.65 0.65  2.74108  15.0291  2.57830 -0.87109 L4v-smooth res
  62.852  0.355   22.946      50.3     287.9      33.6     38.3   40.569   48.994   35.646   24.529   7.62  0.00  4   48.007   24.728   7.82 0.62  3.07881  16.4708  2.61633 -0.56414 2015BC.eff res
  62.925  0.536    8.834     134.0     134.1     352.6     32.9   29.223   30.383  352.899   23.301   8.41  0.00  4   29.413   23.252   8.36 0.73 16.09322 -11.9512  3.61644  0.85247 2013AO.eff res
  63.310  0.473    7.255     198.4      94.0     339.2     35.9   33.386   38.624  340.895   24.457   8.59  0.00  4   37.616   24.327   8.46 0.73 15.74994 -14.9918  3.08023  0.76278 2015AM.eff res
  63.256  0.476   28.954     213.2     101.3      24.1    128.4   33.149   41.810   25.440   24.390   8.17  0.00  4   40.820   24.609   8.39 0.63  1.40471  13.9967  2.75522 -1.44596 2014BH.eff res
  63.241  0.406    2.752     128.2     239.7      15.9     42.6   37.547   40.839   17.931   24.219   8.08  0.00  4   39.860   24.200   8.06 0.75  3.35983  15.6389  2.94408 -0.78985 2015BC.eff res
  62.918  0.337    9.628     191.3     357.5       5.0     51.8   41.686   42.012    6.653   25.313   9.10  0.00  2   41.010   25.438   9.23 0.03 13.45612  -7.0256  2.71375  1.19362 2015AP.eff res
  62.951  0.408    9.517       6.3      17.2       3.0     34.7   37.293   37.350    2.187   24.233   8.52  0.00  4   36.357   24.194   8.48 0.74  1.69378  14.5939  3.12132 -1.08883 ma11la.eff res
  62.910  0.445   14.394     203.3     358.0      13.0     36.0   34.906   37.213   13.290   23.292   7.54  0.00  4   36.229   23.236   7.48 0.73 15.81928 -11.4250  3.08073  0.95961 2013AO.eff res
  62.870  0.476   19.578      15.0     349.5       4.8    149.0   32.949   33.558    6.118   23.499   8.24  0.00  4   32.569   23.849   8.59 0.87  1.34973  11.7976  3.48754 -1.09662 2014BH.eff res
  62.940  0.414   14.178      23.3      11.5       0.4     29.2   36.897   36.903   -0.476   23.342   7.69  0.00  4   35.910   23.359   7.71 0.85  2.01095  15.0332  3.22090 -0.97390 ma11la.eff res
  63.343  0.358    3.283     203.1       7.4      15.7     44.9   40.650   41.401    9.543   23.862   7.63  0.53  4   40.437   23.392   7.16 0.53 15.34514 -16.7459  2.70201  0.77787 L4j-smooth res
  63.203  0.332   16.101     197.4     101.6      35.8     42.8   42.189   50.543   37.759   25.145   8.02  0.00  4   49.621   25.372   8.25 0.59  0.55562   6.0797  2.08587 -0.97602 2015BS.eff res
  63.038  0.337    0.421      95.6     259.1      26.0     30.2   41.786   46.902   28.040   25.163   8.44  0.00  2   45.916   25.256   8.53 0.40  3.19475  17.5201  2.62637 -0.72506 2015BD.eff res
  63.342  0.368   21.338     217.5     164.0       5.5     26.9   40.008   40.200    4.606   23.995   7.97  0.00  4   39.206   24.116   8.09 0.80  1.97531  14.2212  2.86309 -1.32122 ma11la.eff res
  62.624  0.358   30.086     194.0     197.1     353.5     44.6   40.233   40.520  354.081   23.987   7.83  0.00  4   39.593   24.252   8.09 0.74  1.07383   4.7899  2.56714 -1.38044 2013BL.eff res
