#   a      e        i       node      peri     Manom      resamp      q        r        M      m_rand H_rand color Comment
#
  62.738  0.342    5.699      3.8     104.3     297.6     34.4    41.286   58.926  299.507   24.812   7.03  0.00 res
  63.582  0.341   23.183     41.8     283.9      46.0     50.7    41.896   51.612   40.210   23.532   6.39  0.51 res
  63.534  0.383    6.216    231.6     326.4      19.0     27.4    39.197   40.767   12.931   23.946   7.79  0.50 res
  62.612  0.398   14.629    226.5     180.8     354.2    127.4    37.712   38.178  353.308   24.129   8.32  0.00 res
  63.583  0.412   30.719    231.3     129.1      18.8     21.1    37.361   41.871   20.865   24.259   8.03  0.00 res
  62.854  0.406    3.075    149.8       1.9     304.7    170.0    37.346   56.604  306.719   24.415   6.86  0.00 res
  63.278  0.386    5.801    161.5      98.2     347.8     33.4    38.863   39.925  349.497   24.386   8.35  0.00 res
  62.928  0.422   24.529     24.5     306.2      25.6     31.9    36.385   42.725   24.753   24.366   8.07  0.00 res
  62.877  0.381   19.886    311.5     128.3      25.2    136.4    38.896   42.713   20.952   23.074   6.74  0.23 res
  62.604  0.392   17.211    356.9     289.7      38.0     19.4    38.063   50.073   39.991   24.912   7.84  0.00 res
  63.059  0.435   25.235    317.6     353.8      27.2     39.1    35.622   41.756   23.356   23.313   7.01  0.00 res
  63.306  0.405   10.917    100.0     135.1       0.1     20.5    37.660   37.658    0.320   22.705   6.91  0.00 res
  63.538  0.404   20.684     59.5      12.9     349.8     32.2    37.874   38.594  351.823   24.767   8.87  0.00 res
  63.156  0.454    4.950    339.2     110.3     339.1    128.1    34.477   40.457  338.233   24.290   8.23  0.00 res
  62.749  0.422   20.940    230.4     344.9      13.1    127.3    36.283   36.841    6.850   22.809   7.07  0.44 res
  63.066  0.391   13.112     44.7     319.1      21.1     16.3    38.386   40.624   15.270   23.850   7.75  0.30 res
  63.566  0.422   10.154     60.1     278.6      28.4     37.3    36.725   45.776   30.379   24.477   7.86  0.00 res
  62.895  0.370    1.790    349.0     298.1      41.9     37.3    39.600   52.202   43.832   24.801   7.53  0.00 res
  62.643  0.345   15.816    219.5     158.9       3.4     31.7    41.046   41.211    4.669   24.157   8.02  0.00 res
  63.529  0.444   11.283     90.3     206.7     333.7     43.7    35.304   42.372  335.406   24.574   8.28  0.00 res
  63.228  0.368   17.921    272.5     100.4       8.6     26.3    39.957   40.579    8.416   22.679   6.53  0.00 res
  62.992  0.381   16.074    215.2     136.7      13.9     35.2    38.981   41.073   15.184   23.747   7.63  0.00 res
  63.212  0.437   14.764    225.5     203.0     347.1     32.0    35.585   37.961  346.235   22.290   6.51  0.00 res
  63.273  0.476    5.126     61.7      53.0     334.7     31.5    33.147   40.602  336.770   25.035   8.94  0.00 res
  63.183  0.350   28.144    225.7     248.7     326.4     45.9    41.080   47.835  328.394   24.106   7.29  0.00 res
  63.243  0.453    2.352    242.6     321.7      14.5     26.4    34.596   35.576    8.295   23.339   7.77  0.73 res
  62.808  0.331    8.876    189.3      64.8     353.2     27.1    42.031   42.324  353.502   24.242   7.92  0.00 res
  63.390  0.438   16.619     81.0     117.5      10.9     24.3    35.639   37.652   12.571   23.540   7.75  0.00 res
  62.793  0.363    9.539    173.7      52.0       1.8     34.0    39.976   40.083    3.498   23.966   7.90  0.00 res
  63.422  0.375   16.355     25.9     117.9      26.2     44.4    39.617   45.832   27.864   23.789   7.21  0.00 res
  62.852  0.355   22.946     50.3     287.9      33.6     38.3    40.569   48.994   35.646   24.529   7.62  0.00 res
  62.925  0.536    8.834    134.0     134.1     352.6     32.9    29.223   30.383  352.899   23.301   8.41  0.00 res
  63.310  0.473    7.255    198.4      94.0     339.2     35.9    33.386   38.624  340.895   24.457   8.59  0.00 res
  63.256  0.476   28.954    213.2     101.3      24.1    128.4    33.149   41.810   25.440   24.390   8.17  0.00 res
  63.241  0.406    2.752    128.2     239.7      15.9     42.6    37.547   40.839   17.931   24.219   8.08  0.00 res
  62.951  0.408    9.517      6.3      17.2       3.0     34.7    37.293   37.350    2.187   24.233   8.52  0.00 res
  62.910  0.445   14.394    203.3     358.0      13.0     36.0    34.906   37.213   13.290   23.292   7.54  0.00 res
  62.870  0.476   19.578     15.0     349.5       4.8    149.0    32.949   33.558    6.118   23.499   8.24  0.00 res
  62.940  0.414   14.178     23.3      11.5       0.4     29.2    36.897   36.903   -0.476   23.342   7.69  0.00 res
  63.343  0.358    3.283    203.1       7.4      15.7     44.9    40.650   41.401    9.543   23.862   7.63  0.53 res
  63.203  0.332   16.101    197.4     101.6      35.8     42.8    42.189   50.543   37.759   25.145   8.02  0.00 res
  63.342  0.368   21.338    217.5     164.0       5.5     26.9    40.008   40.200    4.606   23.995   7.97  0.00 res
  62.624  0.358   30.086    194.0     197.1     353.5     44.6    40.233   40.520  354.081   23.987   7.83  0.00 res
  63.522  0.443   10.750     90.9     207.5     332.8     46.9    35.373   42.848  334.496   24.553   8.21  0.00 res
  62.857  0.379   19.204     45.1      19.0     357.8     10.2    39.019   39.616  351.966   22.848   6.89  0.45 res
  62.609  0.447   15.262     16.4     277.4      31.8     25.1    34.611   45.707   32.438   24.419   7.72  0.00 res
  63.146  0.413   12.142    198.2     180.9     354.4     51.3    37.083   37.236  356.308   23.928   8.12  0.00 res
  62.639  0.424   31.073    190.9     157.0      10.2     40.7    36.066   37.437   10.780   24.175   8.35  0.00 res
  63.363  0.416   13.556    200.7      18.1       9.2     50.5    37.010   38.029    9.432   23.959   8.09  0.00 res
  63.185  0.388   11.165    209.9      61.1     343.8     37.4    38.649   40.659  345.474   24.838   8.74  0.00 res
  63.428  0.410    4.499    262.2     107.8       9.4     15.6    37.441   38.260    8.559   22.643   6.83  0.00 res
  63.113  0.338    8.097     23.3      28.6     351.9     32.7    41.765   42.358  351.025   24.346   8.09  0.00 res
  63.464  0.488    4.771      3.0      84.2     342.6     37.0    32.479   37.747  341.707   23.872   8.12  0.00 res
  63.250  0.410    3.905     81.8     282.4      16.6     25.2    37.324   40.927   18.634   23.950   7.82  0.00 res
  62.917  0.394    5.010     50.6      46.2     339.5     37.9    38.157   41.376  341.566   24.287   8.09  0.00 res
  63.325  0.382   17.565    226.5     172.5       3.6     53.6    39.120   39.422    5.645   23.721   7.74  0.00 res
  63.566  0.485   44.286    153.0      49.8      20.9     28.2    32.735   37.586   17.607   23.083   7.14  0.00 res
  62.997  0.318   10.980    184.1     106.2      41.3     35.5    42.961   52.620   43.228   24.664   7.38  0.00 res
  62.733  0.423   27.370    357.6      48.0     357.2    133.3    36.220   36.329  357.028   24.206   8.53  0.00 res
  62.929  0.430   10.891     20.2      28.7     351.7     45.4    35.855   36.474  352.957   23.056   7.46  0.00 res
  62.824  0.376    7.730     68.3       7.6     347.0     16.7    39.178   40.254  349.063   24.140   8.08  0.00 res
  62.934  0.392   20.498     24.7      47.9     340.6     40.5    38.245   41.341  341.892   24.239   8.10  0.00 res
  63.450  0.387    4.528    254.0     109.0       9.5     37.6    38.920   40.043   10.786   23.419   7.41  0.00 res
  63.577  0.440    9.276     90.5     195.5     338.5     36.7    35.633   40.355  340.216   24.106   8.03  0.00 res
  63.037  0.328    9.490    225.7     144.3       6.3     26.0    42.349   42.751    7.638   24.205   7.90  0.00 res
  62.996  0.383   20.995      7.1     286.2      35.6     38.4    38.881   49.364   37.495   24.520   7.50  0.00 res
  63.565  0.333   11.896    223.2     159.8      10.6     23.5    42.395   43.511   12.595   24.822   8.43  0.00 res
  62.843  0.341   18.418    271.9     121.3       0.3     40.5    41.385   41.388    0.146   23.476   7.24  0.00 res
  62.656  0.448    1.459    187.0     336.5      18.9     37.7    34.610   39.143   19.057   22.606   6.62  0.00 res
  62.981  0.378    4.969     66.2     348.2     356.2     20.2    39.189   39.215  358.232   25.122   9.18  0.00 res
  62.821  0.419    8.018    227.0     175.4       0.1     28.8    36.515   36.568    2.185   24.014   8.38  0.00 res
  63.555  0.477   37.110    236.2     147.2       2.2     30.9    33.214   33.287    2.040   23.466   8.17  0.00 res
  63.348  0.447    8.376    107.9     130.4     356.3     26.6    35.049   35.106  358.018   23.364   7.88  0.00 res
  63.118  0.403    9.208    145.7     109.6     354.6     33.8    37.651   37.934  354.860   24.312   8.45  0.00 res
  63.280  0.359   12.483    232.5      23.5     353.2     36.6    40.535   41.904  347.063   23.920   7.63  0.49 res
  63.326  0.385    4.926    343.0      87.5     341.2    139.7    38.939   41.752  342.491   24.094   7.89  0.00 res
  62.741  0.505   24.390    356.2     340.3      20.5     21.1    31.083   37.864   20.320   24.443   8.59  0.00 res
  62.979  0.440   11.038    211.6     239.7     342.3     17.3    35.263   38.317  344.347   23.871   8.03  0.00 res
  63.450  0.403    8.086    106.5     110.2       4.6     40.9    37.885   38.320    6.330   24.684   8.82  0.00 res
  62.828  0.404    6.108    160.2     101.3     348.5     33.0    37.459   38.466  350.267   23.689   7.83  0.00 res
  62.722  0.367    6.056    346.8       4.0      14.0     51.2    39.729   41.684   15.330   24.572   8.37  0.00 res
  63.017  0.379    0.706    243.5     112.4       3.0     49.6    39.146   39.366    4.890   24.396   8.35  0.00 res
  63.441  0.440    3.156     54.2     354.4     346.7     46.4    35.507   37.584  347.310   23.243   7.39  0.00 res
  63.454  0.437    7.884    216.8     192.4     358.6     34.9    35.717   35.718    0.587   24.410   8.87  0.00 res
  63.453  0.428   12.340     91.5      82.2      22.2     13.1    36.273   42.507   23.944   23.985   7.67  0.00 res
  62.661  0.488    2.382    126.5      38.1      10.5     57.7    32.112   34.583   12.189   24.555   9.19  0.00 res
  62.821  0.388    9.030     63.6     348.8     356.6     43.1    38.430   38.445  358.655   24.159   8.31  0.00 res
  62.882  0.367   12.987    218.6     192.7     351.5     29.0    39.830   40.591  350.610   24.322   8.26  0.00 res
  63.458  0.448   26.314     55.4     346.9       0.0    128.8    35.058   35.114    2.042   24.257   8.80  0.00 res
  63.273  0.369    3.902    164.4     319.6      44.3     30.6    39.929   49.750   37.367   23.152   6.12  0.00 res
  63.096  0.369    2.803    236.5      70.9      26.1     31.1    39.840   45.856   27.994   24.957   8.26  0.00 res
  62.710  0.516    1.956     45.9     304.1     358.2    170.0    30.346   31.607  352.115   23.406   8.41  0.43 res
  63.381  0.408   10.355    202.2     351.8      15.9     39.6    37.507   40.719   17.562   24.506   8.40  0.00 res
  63.296  0.440    7.855    184.0     135.1      21.3     51.4    35.460   41.084   21.877   23.808   7.58  0.00 res
  63.120  0.354   12.182    221.9      80.9      45.9     36.1    40.745   53.930   47.235   24.514   7.20  0.00 res
  63.065  0.406   18.901    223.9     122.8      26.1     26.1    37.456   44.768   28.127   24.667   8.14  0.00 res
  62.693  0.309   21.301     56.4      37.5     335.5     43.6    43.300   46.198  337.580   23.755   7.08  0.00 res
  62.871  0.430    9.989    207.9     276.3      38.6     42.3    35.840   45.759   31.654   23.011   6.34  0.00 res
  63.586  0.469   10.610    235.8     202.9     343.6     30.4    33.749   38.071  342.722   23.816   8.00  0.00 res
  62.674  0.361   26.471    214.1     149.9      13.0     18.4    40.029   41.246   12.160   24.061   7.93  0.00 res
